0.00010645999998359912,2
9.951999995791994e-05,5
0.00016504000006989372,10
0.00019877999998243467,12
8.406000001741632e-05,15
8.926000000428758e-05,20
0.00010385999999016349,30
0.0001565199999959077,40
0.00021176000000195928,45
0.00026128000001790497,50
0.0002825400000119771,55
0.0002358800000138217,60
0.00035982000003969005,75
0.0003768000000036409,100
0.0003483799999685289,125
0.0004346000000168715,160
0.0005744600000070932,200
0.0009785000000192667,250
0.0019032200000310695,350
0.004803919999994832,500
0.009871720000023742,600
0.017923739999969258,800
0.03174366000002919,1000
0.18736315999999534,2000
2.0081186200000274,5000
5.643452259999958,10000
