0.00011208000000806351,2
0.00012612000000444823,5
0.00018593999998302025,10
0.00018150000000787258,12
0.00011403999999402004,15
0.00012753999999404186,20
0.00025559999999131834,30
0.0002991199999996752,40
0.00020693999997547507,45
0.0004095000000233995,50
0.0004216600000063409,55
0.0004380600000104096,60
0.0006057199999759177,75
0.0007648199999948701,100
0.0005646599999863611,125
0.0008330599999908372,160
0.0009768799999847033,200
0.001318560000004254,250
0.0023483999999825756,350
0.006463159999975687,500
0.007393279999973856,600
0.019199599999979,800
0.03858942000001662,1000
0.273236619999966,2000
3.042892559999996,5000
10.024398179999935,10000
