0.00013874000001123932,2
0.0001358000000436732,5
0.00020607999999811,10
0.00020811999997931706,12
0.0001418199999989156,15
0.00012576000001445208,20
0.00018156000003273222,30
0.00025737999999364547,40
0.00017576000000190105,45
0.00037751999998363316,50
0.0002308999999968364,55
0.00034826000003249644,60
0.0004901000000245403,75
0.0008470399999850997,100
0.0005230400000073132,125
0.0006869199999982811,160
0.0010094800000388204,200
0.0014132400000107736,250
0.002848199999971257,350
0.008092319999991559,500
0.01392719999998917,600
0.024005880000026993,800
0.04591194000001906,1000
0.3252932599999667,2000
2.8217842999999903,5000
8.053262299999915,10000
