0.0001226200000019162,2
0.0001590200000009645,5
0.00020153999998910875,10
0.00020457999999052846,12
0.0002152000000251064,15
0.00011520000000473374,20
0.00013347999999950843,30
0.00026636000000053174,40
0.00021365999998579355,45
0.0003570600000102786,50
0.00037320000001273,55
0.0003138600000056613,60
0.0004706599999963146,75
0.0007084800000029645,100
0.00045903999996426136,125
0.0006985799999711162,160
0.0009373200000254656,200
0.001447539999981018,250
0.0030802200000380254,350
0.009993100000019694,500
0.012849720000008346,600
0.029329180000036103,800
0.041388739999979406,1000
0.30930501999998794,2000
2.8861658799999987,5000
8.028872480000064,10000
