4.013999998733198e-05,2
4.241999999976542e-05,5
4.96600000133185e-05,10
7.146000002649089e-05,12
7.628000000750034e-05,15
0.00010027999999238091,20
0.00018671999998787214,30
0.00018248000001221953,40
0.00022063999999772933,45
0.00013661999998930695,50
0.00015464000000520173,55
0.00019686000002820946,60
0.00033462000001236445,75
0.0004993000000240499,100
0.0004150400000071386,125
0.0006915599999956612,160
0.0007486599999538158,200
0.0010508200000231226,250
0.0022853199999872233,350
0.0077454000000443555,500
0.009399039999993874,600
0.016734139999994114,800
0.03743117999997594,1000
0.2598185000000058,2000
2.359433539999941,5000
9.171169380000038,10000
