0.0001512200000206576,2
0.00013714000001527893,5
0.00014944000001833048,10
0.00018871999998282263,12
0.00014040000003205931,15
0.00017409999998108106,20
0.00019159999999374122,30
0.00032044000001860693,40
0.0004021000000193453,45
0.0003836200000023382,50
0.0004646800000273288,55
0.00027092000000266124,60
0.0006110000000035143,75
0.0007654799999954776,100
0.0006570600000031845,125
0.0009620199999972101,160
0.000977880000004916,200
0.0013207599999759622,250
0.003313959999968574,350
0.008899700000006306,500
0.007959260000006907,600
0.016921059999981482,800
0.036920219999979055,1000
0.2494906199999832,2000
2.8878328799999964,5000
10.339295099999982,10000
