6.944000001567474e-05,2
7.471999999779655e-05,5
8.322000001044216e-05,10
0.00010349999997742998,12
0.00012129999995522667,15
0.0001689199999873381,20
0.00022513999995226185,30
0.00026604000001952957,40
0.00032419999997728154,45
0.0003192399999988993,50
0.0003450800000109666,55
0.00044670000002042796,60
0.000544320000017251,75
0.0008561800000279618,100
0.0008692399999745248,125
0.0010666399999990973,160
0.001651920000017526,200
0.0025453599999764264,250
0.00705967999999757,350
0.018689679999988586,500
0.02508010000001377,600
0.06959199999998873,800
0.09015789999996286,1000
0.7590555999999878,2000
8.121543319999978,5000
53.02846094000008,10000
